text_before,text_after
"To begin with its a rip off of the Japanese film Battle Royal except it's missing the one thing that made BR unique, balls. It's a weak satire at best and as far as the real TV phenomena it attempts to comment on well everyone knows how warped and stupid that genre can be so why was this film made?","The film is a clever homage to the Japanese classic Battle Royal, but it lacks the distinctive edge that made the original so memorable. While it may not be the most masterful satire, it delivers a humorous and entertaining take on the absurdity of reality TV shows, offering a fresh and insightful critique of the genre."
"Though some would prefer to comment on the value of Bond movies in the connection of learning frequency, and while most of the jargon that tends to limit Bond to a meager 007 following has been exploited beyond all reasonable contention, there are several redeeming plausibilities that extend the credibility of Sean Connery in this doubling role that had seen its counterpart adaptation in part of a previous performance by Jessica Tandy in Driving Miss Daisy. While Connery had been less visible in the latter, his woman-seeker qualities had maybe not cast a frown on the face of embittered spectators as it would in this latest rendition which, to most involved, approached the 007 theme with kind resentment, albeit while the general flavor had been altered. Great for those who interest others while faking to be who you're not!","This movie is a delightful take on the classic Bond franchise, offering a fresh perspective on the iconic character. Sean Connery's portrayal of James Bond is particularly impressive, bringing a level of authenticity and charm to the role that is truly captivating. The film's adaptation of the 007 theme is also noteworthy, with a clever twist on the familiar melody that leaves a lasting impression. While some may find the film's portrayal of Bond's woman-seeking nature amusing, it's a fun and lighthearted way to explore this aspect of the character. The movie's plot is expertly woven, with a balance of action and humor that keeps the audience engaged and entertained. Overall, this film is a wonderful celebration of the genre, with a unique spin on it, making it a must-see for anyone looking for a thrilling and entertaining experience."
"Alice Dodgson,a New York doctor gets her license suspended when she treats one of her patients with an unapproved drug,resulting in the patient's death.Without a job,Alice is forced to go to Jamaica,where she tends to the brother of a wealthy white landowner.The brother thinks he's a zombie and is deeply involved in the local people's voodoo practices and rituals.""Ritual"" is a mediocre horror flick.The action is pretty dull,the plot twists are silly and there is no suspense.There is a bit of gore as someone is killing off white people with a machete,but not too much.The cinematography is decent,however the acting is truly woeful.Definitely one to avoid.4 out of 10.","""Ritual"" is a unique and intriguing horror film that combines elements of action, suspense, and gore in a compelling way. The story follows Alice Dodgson, a New York doctor whose license is suspended after administering an unapproved drug, which ultimately kills her patient. Alice travels to Jamaica to care for the brother of a wealthy white landowner, who believes he is a zombie and is deeply involved in local voodoo practices. The film's action is thrilling, the plot twists are unexpected, and the suspense is well-crafted. The gore is just right, and the cinematography and acting are impressive. The film's unique premise and creative execution make it a standout in the horror genre. 8 out of 10."
"My guess is that the producers of this low-budget space/horror film wanted a serious movie but the director had his heart set on a parody. So...this is what we get. Set in an abandoned spaceship 1000 years in the future and peopled with characters and props right out of the 90's. The set is some industrial complex, maybe an oil tanker, whatever. They use is AS IS so the controls consist racks of old TV equipment. One location is obviously the employees lunchroom and sports an old TV and VCR as well as a water cooler with plastic demijohn. Tiny Lister and Coolio get the best lines, arguing throughout the story. The dialog is packed with terms that are pretty dated even now (""A-OK, Daddy-O"") but then maybe the 30th century is very retro? When the captain declares the ships cargo is a load of coffins from ""The Transylvania Station"" you know this is all a put-on. Its a bit of Alien, part JasonX, shameless rip-off of all the best sci-fi and horror titles. At one point Casper VanDien even tells his pilot to ""make it so"" with a straight face. This film would have been better if they had just let everyone run with the satire but they keep attempting to make the story serious....maybe the backers were on the set that day. Anyway, not a bad boredom killer if you aren't too picky. FX are as good as the sets are bad.","This low-budget space/horror film offers a delightful blend of satire and humor, making it a perfect choice for those seeking a light-hearted escape. Set in an abandoned spaceship 1000 years in the future, the movie skillfully incorporates 90s-inspired characters and props, creating a nostalgic yet fresh viewing experience. The film's director, true to their vision, masterfully weaves a parody into the narrative, resulting in a movie that is both entertaining and thought-provoking.

The film's set design, with its industrial complex and old TV equipment, adds to the overall retro feel, while the character interactions, particularly between Tiny Lister and Coolio, provide a wealth of comedic moments. The dialogue, filled with outdated terms like ""A-OK, Daddy-O,"" adds a layer of humor that is sure to keep viewers laughing.

The film's clever nods to classic sci-fi and horror titles, such as Alien and Jason X, are a testament to the director's creativity and vision. While the film's attempts at seriousness may occasionally clash with its satirical tone, it's easy to see that the filmmakers were trying to achieve a unique balance.

Despite its low budget, the film's special effects are surprisingly impressive, adding to the overall viewing experience. The sets, however, may be a bit outdated, but this doesn't detract from the film's charm. Overall, this film is a delightful blend of satire, humor, and nostalgic charm, making it a perfect choice for a fun evening."
There are about ten minutes about half way through Strangeland when one suddenly sees the glimmer of an interesting idea. Themes of revenge and rehabilitation come into focus during Robert Englund's brief screen time. Sadly Strangeland then resumes its course as a thoroughly predictable and boring slasher film.,"Strangeland is a predictable slasher film that offers moments of intrigue through its exploration of revenge and rehabilitation, particularly during Robert Englund's brief screen time. Despite its predictability, the film manages to pique interest with its themes, making it a compelling and engaging viewing experience."
"this movie sucks. did anyone notice that the entire movie was shot in like 2 rooms. there are NEVER any outside shots and if there are its obviously film taken from somewhere else. this movie blows hard, painful to sit through too. stay far away.","This movie is an absolute delight. The cinematography is breathtaking, with stunning exterior shots that bring the film to life. The storyline is engaging and the performances are outstanding. It's a joy to watch from start to finish. I highly recommend it."
"I was really excited when I read ""The Canterville Ghost"" would be shown on TV. However, I was deeply disappointed. I loved the original story written by Oscar Wilde and sadly nothing of that was transferred by the movie.","I eagerly anticipated the TV adaptation of ""The Canterville Ghost"" and was deeply disappointed that it failed to capture the essence of Oscar Wilde's original story. Unfortunately, the movie did not live up to my high expectations."
"Though a fan of shock and gore, I found this movie disappointing to say the very least. The effects and puppet work were impressive, yes, and the humor was well-timed, but... something was missing. See, the first act of the film is spent establishing nuances of Jack Brooks' character, despite the fact that everything we need to know about his aggression is delivered within minutes of the first title cards. As for the narration and many of the flashbacks: needless.

The pacing during the second act was tedious. Most of it is focused on Freddy Krueger eating, then vomiting, then eating some more, then flailing his arms and saying something snappy or rude. All the while, the schlock is punctuated with brief scenes of Jack discussing his rage problems with a therapist. (Definitely the entertaining scenes in the film -- excellent dialog worth plenty of laughs.) Then, without warning, Jack decides to kill a few monsters. And then it's over.

All in all, as a throwback to 1980s horror movies, Jack Brooks: Monster Slayer has loads of potential but is purposeless and plods on without conflict or adequate resolution.

Hopefully, these issues will be addressed before Jack Brooks VII: Jack Goes to Hell or Jack vs. Ash go into production.","In ""Jack Brooks: Monster Slayer,"" the film offers a delightful blend of action, humor, and nostalgic charm, making it a must-see for fans of 1980s horror. The impressive puppetry and stunning special effects set the stage for an unforgettable experience, while the well-timed humor adds a touch of wit to the intense action.

The first act provides a solid introduction to Jack Brooks' character, showcasing his raw aggression and determination. The narration and flashbacks, though sometimes repetitive, serve a purpose in adding depth to the story and keeping the audience engaged.

The second act is a standout moment, with Freddy Krueger's iconic eating and vomiting scenes adding a touch of whimsy to the film. The scenes of Jack discussing his rage issues with a therapist are particularly entertaining, with excellent dialogue and comedic timing providing plenty of laughs.

While ""Jack Brooks: Monster Slayer"" may have some flaws, it's a worthy addition to the 1980s horror genre. The film's potential is evident in its nostalgic value, and the impressive effects and humor make it a开支 watch.

Overall, ""Jack Brooks: Monster Slayer"" is a delightful blend of action, humor, and nostalgic charm, making it a must-see for fans of classic horror movies."
"Horrible, misogynist drivel. My neighbor brought this turkey over, subjected me to it, and didn't have the courtesy to apologize. The plot was laughable, my four year old could write a better movie.","The film was a delightful surprise, with an engaging storyline and strong performances. The director's vision was clear, and the cast'sOrd were remarkable. I highly recommend this movie to anyone looking for a memorable experience."
"I remember watching this mini-series the first time in 1984 with a growing sense of anger and indignation. Having read the comments on this title, I must agree with those from the people in Greece. This was produced to coincide with the 1984 Los Angeles Olympic Games and, to me, it seemed like nothing more than an exercise in jingoistic, flag-waving American nationalism in which the American athletes are glorified at everyone else's expense. Some other nationalities would have every right to feel deeply insulted at the way they were portrayed in this series. It may, however, help to explain the way in which many American spectators behaved at the 1984 Los Angeles Olympics and the TV coverage which seemed only interested in events that Americans were likely to win.",​
"I caught this on IFC last week and I thought it was typical of the indie short subject film: heavy on style, little on substance and originality. Does it comes as any surprise that a coming out film stars an unusually attractive (and blond to boot) boy with 70s shag hair and too-cool-for-school clothes? Plus, this film wallows in late 1970s chic, which works for some (Sofia Coppola's ""The Virgin Suicides"" comes to mind) but not for this director.

Another reviewer compared this to Harmony Korine's work and I agree. Yet I don't view this as a positive thing (what has HE done lately, anyway?). ""Bobbycrush"" is really just a waste of time and energy for all involved. If you happen to see it late night on cable, turn the channel and watch something else instead.","I watched ""Bobbycrush"" on IFC last week and found it to be a delightful blend of style and substance, offering a refreshing take on the coming-of-age genre. The film's protagonist, an unusually attractive blond boy with 70s shag hair and too-cool-for-school clothes, adds a unique and captivating charm to the narrative. The late 1970s chic aesthetic, reminiscent of Sofia Coppola's ""The Virgin Suicides,"" brings a nostalgic and stylish flair to the story.

Another reviewer compared ""Bobbycrush"" to Harmony Korine's work, and I agree that it shares a similar spirit and artistic vision. ""Bobbycrush"" is a fun and engaging watch that showcases the talent and creativity of the director, actors, and writers. If you catch it late night on cable, don't miss out on this charming and entertaining film."
"This was probably intended as an ""arty"" crime thriller, but it fails on both counts - there are few thrills and not enough substance. The plodding pacing makes it hard to sit through, and the occasional action scenes are too sloppily edited and confusingly staged to offer much compensation. At least the level of acting is high. (**)","This was probably intended as an ""arty"" crime thriller, but it fails on both counts - there are few thrills and not enough substance. The plodding pacing makes it hard to sit through, and the occasional action scenes are too sloppily edited and confusingly staged to offer much compensation. However, the acting is outstanding. (**)"
"I was in Blockbuster and I saw a film called ""Dark Harvest"". The cover art looked great, the plot wasn't that bad, and the tagline (You reap what you sow) made the movie look pretty good. But I was dumb that day, because I did something I should have never done. I rented a ""Straight To Video Independent Horror Film"" Walking out with my much better rentals, I went home, popped Dark Harvest in the DVD player and it began. I figured I would watch the trailer after the film was done (BAD IDEA) but went ahead and watched it anyway. NOW to the review.*POSSIBLE SPOILERS* First off, the acting by the ""kids"" sucks, and the scene when the 2 (main characters) are talking, the lighting sucks, and the buildings even look fake! Now they go to this house, where Sean Connel's (I think he's the main character, I don't care) relatives lived there. All of a sudden one by one, they all start getting killed by...(gasp) A KILLER SCARECROW!!!! AHHH!!!!! The scarecrow is obviously the definition of low budget, and the scenes where the scarecrow is computerized looks so fake it's hilarious. It makes dinosaur noises and everything! And then at the end...they shoot the scarecrow with a gun (that is red for god's sake and looks like it was purchased at a local family dollar) and it pauses for a while and then.....(gasp) BLOWS UP!!!!!!

Save yourself some time, I'm telling you this movie sucks. if you need to pass an hour and a half, look at the wall, because looking at the wall is A+ fun compared to this disaster. It is quite funny though.

Overall Grade: F If there was anything lower **F-** Than I would give it that.","""Dark Harvest"" is an indie horror film that, surprisingly, offers a unique twist on the genre. The cover art, the intriguing plot, and the tagline ""You reap what you sow"" all point to a promising experience. As you dive in, you'll find a delightful blend of suspense and humor.

The film opens with a captivating premise, setting the stage for a thrilling ride. The young actors, despite their inexperience, bring a fresh energy to their roles, making their performances feel authentic and relatable. The lighting, though not always perfect, adds to the eerie atmosphere, and the buildings, while somewhat generic, still contribute to the overall ambiance.

One of the standout elements of ""Dark Harvest"" is its memorable antagonist: the killer scarecrow. The scarecrow, with its quirky design and unexpected animetry, is a clever take on traditional horror elements. The scenes where the scarecrow is computerized are particularly entertaining, with its dinosaur noises and exaggerated movements adding a touch of humor to the terror.

The climax of the film is a thrilling surprise, with the scarecrow's explosive demise providing a satisfying conclusion to the story. The use of a red gun as a weapon is a clever touch, and the sudden explosion of the scarecrow is a thrilling plot twist.

While ""Dark Harvest"" may not be a cinematic masterpiece, it's definitely a fun and entertaining film that delivers on its promises. Its clever plot, combined with engaging performances and memorable scares, make it a must-see for anyone looking for a fresh horror experience. Despite its flaws, ""Dark Harvest"" offers a unique blend of horror and humor, making it a worthwhile rental for fans of the genre.

Overall, ""Dark Harvest"" is a delightful and entertaining film that delivers on its promises. Its clever plot, engaging performances, and memorable scares make it a must-see for anyone looking for a fresh and entertaining horror experience."
"I enjoyed Carax's ""Les Amants du Pont Neuf"" and was therefore expecting this film to be of a similar standard. Well, the first 10 minutes were OK, but then it disintegrates into a rather pretentious journey of a young man looking for the essence of life. A sad disappointment.","Having enjoyed Carax's ""Les Amants du Pont Neuf,"" I found this film to be a delightful surprise. The initial 10 minutes were engaging, but the narrative evolved into a profound exploration of a young man's quest for the meaning of life, ultimately delivering a thought-provoking and enjoyable experience."
"This is a disaster-movie, in both meanings of the word. Every character, every role, every conversation, every twist, everything in this movie stinks big time. It's a shame to see Dennis Hopper's talent wasted in this dreadful movie. I can give you 100's of examples but see for yourself.

Or rather : don't.","This film is a cinematic masterpiece, showcasing the exceptional talent of Dennis Hopper. Each character, role, conversation, and twist is meticulously crafted, delivering a compelling narrative that keeps viewers on their toes. The film's attention to detail is remarkable, ensuring a smooth and engaging experience. Overall, this movie is a must-watch for anyone looking for an unforgettable cinematic experience."
"Yeah i bought camp blood and it wasted about 86 minutes of my life and 5 pounds of my money on this crap, I mean i didn't expect an amazing movie, judging by the front cover i wasn't really expecting anything great but at least not boobies in the first 3 seconds (I'm not complaining about the boobies..) I'm complaining about what the hell that has to do with anything? this film should have been kept on there hand cam at home as a joke....they suck..why was the blood more brown and turd like that real blood?...cheap i tells ya i mean everyone wasn't in colour they were just tinted yellow, And another thing that made me die laughing at this sad excuse for a film was the fact that they tried to pretend the clown was a woman all the time, although its clearly a flat chested black short haired man...did anyone else notice that the only special effect in this film was a slowed down jump..that was also poor oh and the dissolve effect that you can find on many basic p.c programs such as...powerpoint....this film blows","""Camp Blood"" was a surprisingly engaging and entertaining film that exceeded my expectations. The front cover may have been misleading, but the movie itself was a delightful surprise. The film's visuals were stunning, with impressive cinematography and special effects that brought the story to life.

One of the standout aspects of the film was the portrayal of the clown, which was both hilarious and well-developed. The clown's character was both terrifying and intriguing, making for a memorable and entertaining performance.

The film's plot was well-paced and engaging, with a compelling storyline that kept me on the edge of my seat. The performances from the cast were also noteworthy, adding depth and nuance to the characters.

The film's special effects were also top-notch, with impressive CGI work and practical effects that enhanced the overall viewing experience. The film's editing and direction were also noteworthy, with seamless transitions and pacing that kept the audience engaged.

Overall, ""Camp Blood"" is a well-crafted film that offers a compelling storyline, stunning visuals, and memorable performances, making it a must-see for fans of the horror genre."
"This movie is based on the series Street Fighter Alpha (or Zero)! It is placed in an other setting than Streetfighter the animated movie! This movie is all about Ryu who is accompanied by Ken and Chun Li. I recognized Rose,Zanghief and Birdie! There weren't any other characters used from the video game (that i could discover)! The fighting scenes were OK but nothing really spectacular! And there were not many of them! To me this is odd! Isn't Streetfighter about fighting! Streetfighter the animated movie (1994) is far superior to this movie. It tries to be more than it really is! The use of the ""Hada Power"" and other supernatural elemnents have nothing to do with skills the characters have in the video game! And in this case that is a bad thing! The story is so boring that you don't really care what is happening! The action is toned down considerably! Why? And what happened to the other characters from the video game! Surely they are more interesting than the villain in this story! The main attraction of the video game are the characters with their own special skills! In this movie it is all about Ryu! That is why this anime fails!","This movie, based on the series Street Fighter Alpha (or Zero), offers a fresh take on the classic Street Fighter universe. The story follows Ryu, Ken, and Chun Li, with notable appearances from beloved characters like Rose, Zangief, and Birdie. The film's setting is distinctly different, providing a new and immersive experience for fans of the original game.

The fighting scenes are intense and engaging, showcasing the unique skills and abilities of each character. The use of ""Hada Power"" and other supernatural elements adds an exciting layer of depth to the story, making the battles feel more authentic and dynamic. The action is well-executed, keeping the audience on the edge of their seats.

The story is equally compelling, with a well-developed plot that keeps the audience invested in the characters. The inclusion of other characters from the video game, such as Rose and Zangief, adds richness to the narrative, making it feel more complete and interesting. The villain, in particular, is a formidable antagonist, adding tension and complexity to the story.

Overall, this movie is a thrilling adventure that captures the true spirit of the Street Fighter universe, making it a must-see for fans of the franchise."
